bare	accented	translations_en	translations_de	comparative	superlative	short_m	short_f	short_n	short_pl	decl_m_nom	decl_m_gen	decl_m_dat	decl_m_acc	decl_m_inst	decl_m_prep	decl_f_nom	decl_f_gen	decl_f_dat	decl_f_acc	decl_f_inst	decl_f_prep	decl_n_nom	decl_n_gen	decl_n_dat	decl_n_acc	decl_n_inst	decl_n_prep	decl_pl_nom	decl_pl_gen	decl_pl_dat	decl_pl_acc	decl_pl_inst	decl_pl_prep
сверхмощный	сверхмо'щный	super-power, extra-high-power	extra stark, Hochleistungs-			сверхмо'щен	*сверхмо'щна//*сверхмощна'	сверхмо'щно	сверхмо'щны	сверхмо'щный	сверхмо'щного	сверхмо'щному	сверхмо'щный,сверхмо'щного	сверхмо'щным	сверхмо'щном	сверхмо'щная	сверхмо'щной	сверхмо'щной	сверхмо'щную	сверхмо'щной, сверхмо'щною	сверхмо'щной	сверхмо'щное	сверхмо'щного	сверхмо'щному	сверхмо'щное	сверхмо'щным	сверхмо'щном	сверхмо'щные	сверхмо'щных	сверхмо'щным	сверхмо'щные,сверхмо'щных	сверхмо'щными	сверхмо'щных
стыдливый	стыдли'вый	diffident, modest, bashful, shy	schamhaft, verschämt, schüchtern, gehemmt			стыдли'в	стыдли'ва	стыдли'во	стыдли'вы	стыдли'вый	стыдли'вого	стыдли'вому	стыдли'вый,стыдли'вого	стыдли'вым	стыдли'вом	стыдли'вая	стыдли'вой	стыдли'вой	стыдли'вую	стыдли'вой, стыдли'вою	стыдли'вой	стыдли'вое	стыдли'вого	стыдли'вому	стыдли'вое	стыдли'вым	стыдли'вом	стыдли'вые	стыдли'вых	стыдли'вым	стыдли'вые,стыдли'вых	стыдли'выми	стыдли'вых
темпераментный	темпера'ментный	spirited, excitable; emotional	temperamentvoll			темпера'ментен	темпера'ментна	темпера'ментно	темпера'ментны	темпера'ментный	темпера'ментного	темпера'ментному	темпера'ментный,темпера'ментного	темпера'ментным	темпера'ментном	темпера'ментная	темпера'ментной	темпера'ментной	темпера'ментную	темпера'ментной, темпера'ментною	темпера'ментной	темпера'ментное	темпера'ментного	темпера'ментному	темпера'ментное	темпера'ментным	темпера'ментном	темпера'ментные	темпера'ментных	темпера'ментным	темпера'ментные,темпера'ментных	темпера'ментными	темпера'ментных
обувной	обувно'й	Adjective of обувь	Schuh-																														
сирый	си'рый	orphaned, lonely, deserted	elternlos, verwaist, einsam, armselig, ärmlich, arm			си'р	си'ра,сира'	си'ро	си'ры	си'рый	си'рого	си'рому	си'рый,си'рого	си'рым	си'ром	си'рая	си'рой	си'рой	си'рую	си'рой,(си'рою)	си'рой	си'рое	си'рого	си'рому	си'рое	си'рым	си'ром	си'рые	си'рых	си'рым	си'рые,си'рых	си'рыми	си'рых
межличностный	межли'чностный		zwischenmenschlich																														
неусыпный	неусы'пный	indefatigable, unremitting, vigilant	unermüdlich, pausenlos, ständig			неусы'пен	неусы'пна	неусы'пно	неусы'пны	неусы'пный	неусы'пного	неусы'пному	неусы'пный,неусы'пного	неусы'пным	неусы'пном	неусы'пная	неусы'пной	неусы'пной	неусы'пную	неусы'пной, неусы'пною	неусы'пной	неусы'пное	неусы'пного	неусы'пному	неусы'пное	неусы'пным	неусы'пном	неусы'пные	неусы'пных	неусы'пным	неусы'пные,неусы'пных	неусы'пными	неусы'пных
авантюрный	авантю'рный	adventurous, venturesome, risky, adventure	Abenteuer-, abenteuerlich, wahnwitzig, zu riskant			авантю'рен	авантю'рна	авантю'рно	авантю'рны	авантю'рный	авантю'рного	авантю'рному	авантю'рный,авантю'рного	авантю'рным	авантю'рном	авантю'рная	авантю'рной	авантю'рной	авантю'рную	авантю'рной,(авантю'рною)	авантю'рной	авантю'рное	авантю'рного	авантю'рному	авантю'рное	авантю'рным	авантю'рном	авантю'рные	авантю'рных	авантю'рным	авантю'рные,авантю'рных	авантю'рными	авантю'рных
противостоящий	противостоящий		sich gegenüberstehend, konfrontativ; entgegenstehend, widersprechend																														
судьбоносный	судьбоно'сный		schicksalhaft, schicksalsträchtig																														
светлолицый	светлоли'цый		blass			светлоли'ц	светлоли'ца	светлоли'це	светлоли'цы	светлоли'цый	светлоли'цего	светлоли'цему	светлоли'цый,светлоли'цего	светлоли'цым	светлоли'цем	светлоли'цая	светлоли'цей	светлоли'цей	светлоли'цую	светлоли'цей, светлоли'цею	светлоли'цей	светлоли'цее	светлоли'цего	светлоли'цему	светлоли'цее	светлоли'цым	светлоли'цем	светлоли'цые	светлоли'цых	светлоли'цым	светлоли'цые,светлоли'цых	светлоли'цыми	светлоли'цых
одухотворённый	одухотворённый	inspired, spiritual	vergeistigt			одухотворён	одухотворённа	одухотворённо	одухотворённы	одухотворённый	одухотворённого	одухотворённому	одухотворённый,одухотворённого	одухотворённым	одухотворённом	одухотворённая	одухотворённой	одухотворённой	одухотворённую	одухотворённой, одухотворённою	одухотворённой	одухотворённое	одухотворённого	одухотворённому	одухотворённое	одухотворённым	одухотворённом	одухотворённые	одухотворённых	одухотворённым	одухотворённые,одухотворённых	одухотворёнными	одухотворённых
бесстыдный	бессты'дный	shameless, barefaced, brazen	schamlos, unverschämt			бессты'ден	бессты'дна	бессты'дно	бессты'дны	бессты'дный	бессты'дного	бессты'дному	бессты'дный,бессты'дного	бессты'дным	бессты'дном	бессты'дная	бессты'дной	бессты'дной	бессты'дную	бессты'дной, бессты'дною	бессты'дной	бессты'дное	бессты'дного	бессты'дному	бессты'дное	бессты'дным	бессты'дном	бессты'дные	бессты'дных	бессты'дным	бессты'дные,бессты'дных	бессты'дными	бессты'дных
пензенский	пе'нзенский		Pensaer, Pensa-, └ aus / von┘ Pensa, auf Pensa bezogen																														
миротворческий	миротво'рческий	peacemaking	friedensstiftend, Friedensstifter-			*миротво'рческ	*миротво'рческа	*миротво'рческо	миротво'рчески	миротво'рческий	миротво'рческого	миротво'рческому	миротво'рческий,миротво'рческого	миротво'рческим	миротво'рческом	миротво'рческая	миротво'рческой	миротво'рческой	миротво'рческую	миротво'рческой, миротво'рческою	миротво'рческой	миротво'рческое	миротво'рческого	миротво'рческому	миротво'рческое	миротво'рческим	миротво'рческом	миротво'рческие	миротво'рческих	миротво'рческим	миротво'рческие,миротво'рческих	миротво'рческими	миротво'рческих
воробьиный	воробьи'ный	sparrow, passerine	Spatzen-, Sperlings-			воробьи'н	воробьи'на	воробьи'но	воробьи'ны	воробьи'ный	воробьи'ного	воробьи'ному	воробьи'ный,воробьи'ного	воробьи'ным	воробьи'ном	воробьи'ная	воробьи'ной	воробьи'ной	воробьи'ную	воробьи'ной, воробьи'ною	воробьи'ной	воробьи'ное	воробьи'ного	воробьи'ному	воробьи'ное	воробьи'ным	воробьи'ном	воробьи'ные	воробьи'ных	воробьи'ным	воробьи'ные,воробьи'ных	воробьи'ными	воробьи'ных
выигрышный	вы'игрышный	winning, lottery, advantageous	vorteilhaft, gewinnbringend			вы'игрышен	вы'игрышна	вы'игрышно	вы'игрышны	вы'игрышный	вы'игрышного	вы'игрышному	вы'игрышный,вы'игрышного	вы'игрышным	вы'игрышном	вы'игрышная	вы'игрышной	вы'игрышной	вы'игрышную	вы'игрышной, вы'игрышною	вы'игрышной	вы'игрышное	вы'игрышного	вы'игрышному	вы'игрышное	вы'игрышным	вы'игрышном	вы'игрышные	вы'игрышных	вы'игрышным	вы'игрышные,вы'игрышных	вы'игрышными	вы'игрышных
неоконченный	неоко'нченный	unfinished	nicht beendet, unvollendet, nicht abgeschlossen																														
предостерегающе	предостерегающе		warnend, mahnend, als └ Hinweis / Warnhinweis┘, Aufmerksamkeit erheischend																														
дальнобойный	дальнобо'йный	long-range, of long range	weittragend, Fern-			дальнобо'ен	дальнобо'йна	дальнобо'йно	дальнобо'йны	дальнобо'йный	дальнобо'йного	дальнобо'йному	дальнобо'йный,дальнобо'йного	дальнобо'йным	дальнобо'йном	дальнобо'йная	дальнобо'йной	дальнобо'йной	дальнобо'йную	дальнобо'йной, дальнобо'йною	дальнобо'йной	дальнобо'йное	дальнобо'йного	дальнобо'йному	дальнобо'йное	дальнобо'йным	дальнобо'йном	дальнобо'йные	дальнобо'йных	дальнобо'йным	дальнобо'йные,дальнобо'йных	дальнобо'йными	дальнобо'йных
заштатный	зашта'тный		provinziell, Provinz-, abgelegen, durchschnittlich			зашта'тен	зашта'тна	зашта'тно	зашта'тны	зашта'тный	зашта'тного	зашта'тному	зашта'тный,зашта'тного	зашта'тным	зашта'тном	зашта'тная	зашта'тной	зашта'тной	зашта'тную	зашта'тной, зашта'тною	зашта'тной	зашта'тное	зашта'тного	зашта'тному	зашта'тное	зашта'тным	зашта'тном	зашта'тные	зашта'тных	зашта'тным	зашта'тные,зашта'тных	зашта'тными	зашта'тных
отопительный	отопи'тельный	heating	Heiz-			отопи'телен	отопи'тельна	отопи'тельно	отопи'тельны	отопи'тельный	отопи'тельного	отопи'тельному	отопи'тельный,отопи'тельного	отопи'тельным	отопи'тельном	отопи'тельная	отопи'тельной	отопи'тельной	отопи'тельную	отопи'тельной, отопи'тельною	отопи'тельной	отопи'тельное	отопи'тельного	отопи'тельному	отопи'тельное	отопи'тельным	отопи'тельном	отопи'тельные	отопи'тельных	отопи'тельным	отопи'тельные,отопи'тельных	отопи'тельными	отопи'тельных
малопонятный	малопоня'тный	hard to understand, obscure	unverständlich, verstehbar, einsehbar, unklar			ма`лопоня'тен	ма`лопоня'тна	ма`лопоня'тно	ма`лопоня'тны	малопоня'тный	малопоня'тного	малопоня'тному	малопоня'тный,малопоня'тного	малопоня'тным	малопоня'тном	малопоня'тная	малопоня'тной	малопоня'тной	малопоня'тную	малопоня'тной, малопоня'тною	малопоня'тной	малопоня'тное	малопоня'тного	малопоня'тному	малопоня'тное	малопоня'тным	малопоня'тном	малопоня'тные	малопоня'тных	малопоня'тным	малопоня'тные,малопоня'тных	малопоня'тными	малопоня'тных
обходительный	обходи'тельный	pleasant, well-mannered, urbane	umgänglich, zuvorkommend, liebenswürdig			обходи'телен	обходи'тельна	обходи'тельно	обходи'тельны	обходи'тельный	обходи'тельного	обходи'тельному	обходи'тельный,обходи'тельного	обходи'тельным	обходи'тельном	обходи'тельная	обходи'тельной	обходи'тельной	обходи'тельную	обходи'тельной, обходи'тельною	обходи'тельной	обходи'тельное	обходи'тельного	обходи'тельному	обходи'тельное	обходи'тельным	обходи'тельном	обходи'тельные	обходи'тельных	обходи'тельным	обходи'тельные,обходи'тельных	обходи'тельными	обходи'тельных
чехословацкий	чехослова'цкий		tschechoslowakisch			*чехослова'цк	*чехослова'цка	*чехослова'цко	чехослова'цки	чехослова'цкий	чехослова'цкого	чехослова'цкому	чехослова'цкий,чехослова'цкого	чехослова'цким	чехослова'цком	чехослова'цкая	чехослова'цкой	чехослова'цкой	чехослова'цкую	чехослова'цкой, чехослова'цкою	чехослова'цкой	чехослова'цкое	чехослова'цкого	чехослова'цкому	чехослова'цкое	чехослова'цким	чехослова'цком	чехослова'цкие	чехослова'цких	чехослова'цким	чехослова'цкие,чехослова'цких	чехослова'цкими	чехослова'цких
линялый	линя'лый	faded, discoloured	blass, verblast, verblichen, verschossen, ausgeglichen			линя'л	линя'ла	линя'ло	линя'лы	линя'лый	линя'лого	линя'лому	линя'лый,линя'лого	линя'лым	линя'лом	линя'лая	линя'лой	линя'лой	линя'лую	линя'лой, линя'лою	линя'лой	линя'лое	линя'лого	линя'лому	линя'лое	линя'лым	линя'лом	линя'лые	линя'лых	линя'лым	линя'лые,линя'лых	линя'лыми	линя'лых
сподручный	сподру'чный	handy, convenient	Gehilfe, Helfer, Hilfskraft, Hilfsarbeiter; angenehm, einfach, leicht			сподру'чен	сподру'чна	сподру'чно	сподру'чны	сподру'чный	сподру'чного	сподру'чному	сподру'чный,сподру'чного	сподру'чным	сподру'чном	сподру'чная	сподру'чной	сподру'чной	сподру'чную	сподру'чной, сподру'чною	сподру'чной	сподру'чное	сподру'чного	сподру'чному	сподру'чное	сподру'чным	сподру'чном	сподру'чные	сподру'чных	сподру'чным	сподру'чные,сподру'чных	сподру'чными	сподру'чных
большеголовый	большеголо'вый	with a large head, macrocephalous	großköpfig, Großkopf-			большеголо'в	большеголо'ва	большеголо'во	большеголо'вы	большеголо'вый	большеголо'вого	большеголо'вому	большеголо'вый,большеголо'вого	большеголо'вым	большеголо'вом	большеголо'вая	большеголо'вой	большеголо'вой	большеголо'вую	большеголо'вой, большеголо'вою	большеголо'вой	большеголо'вое	большеголо'вого	большеголо'вому	большеголо'вое	большеголо'вым	большеголо'вом	большеголо'вые	большеголо'вых	большеголо'вым	большеголо'вые,большеголо'вых	большеголо'выми	большеголо'вых
наборный	набо'рный	type-setting	Satz-, Druck-, Sammel, Flicken, Montage-			набо'рен	набо'рна	набо'рно	набо'рны	набо'рный	набо'рного	набо'рному	набо'рный,набо'рного	набо'рным	набо'рном	набо'рная	набо'рной	набо'рной	набо'рную	набо'рной, набо'рною	набо'рной	набо'рное	набо'рного	набо'рному	набо'рное	набо'рным	набо'рном	набо'рные	набо'рных	набо'рным	набо'рные,набо'рных	набо'рными	набо'рных
извозчичий	изво'зчичий		dem Taxifahrer gehörend							изво'зчичий	изво'зчичьего	изво'зчичьему	изво'зчичий,изво'зчичьего	изво'зчичьим	изво'зчичьем	изво'зчичья	изво'зчичьей	изво'зчичьей	изво'зчичью	изво'зчичьей, изво'зчичьею	изво'зчичьей	изво'зчичье	изво'зчичьего	изво'зчичьему	изво'зчичье	изво'зчичьим	изво'зчичьем	изво'зчичьи	изво'зчичьих	изво'зчичьим	изво'зчичьи,изво'зчичьих	изво'зчичьими	изво'зчичьих
виртуозный	виртуо'зный	masterly	virtuos, meisterhaft			виртуо'зен	виртуо'зна	виртуо'зно	виртуо'зны	виртуо'зный	виртуо'зного	виртуо'зному	виртуо'зный,виртуо'зного	виртуо'зным	виртуо'зном	виртуо'зная	виртуо'зной	виртуо'зной	виртуо'зную	виртуо'зной, виртуо'зною	виртуо'зной	виртуо'зное	виртуо'зного	виртуо'зному	виртуо'зное	виртуо'зным	виртуо'зном	виртуо'зные	виртуо'зных	виртуо'зным	виртуо'зные,виртуо'зных	виртуо'зными	виртуо'зных
согбенный	согбе'нный	bent, stooping	bucklig, niedergedrückt			согбе'н	согбе'нна	согбе'нно	согбе'нны	согбе'нный	согбе'нного	согбе'нному	согбе'нный,согбе'нного	согбе'нным	согбе'нном	согбе'нная	согбе'нной	согбе'нной	согбе'нную	согбе'нной, согбе'нною	согбе'нной	согбе'нное	согбе'нного	согбе'нному	согбе'нное	согбе'нным	согбе'нном	согбе'нные	согбе'нных	согбе'нным	согбе'нные,согбе'нных	согбе'нными	согбе'нных
капельный	капе'льный	tiny, wee	Tauwetter-, Schmelzwasser-			капе'лен	капе'льна	капе'льно	капе'льны	капе'льный	капе'льного	капе'льному	капе'льный,капе'льного	капе'льным	капе'льном	капе'льная	капе'льной	капе'льной	капе'льную	капе'льной, капе'льною	капе'льной	капе'льное	капе'льного	капе'льному	капе'льное	капе'льным	капе'льном	капе'льные	капе'льных	капе'льным	капе'льные,капе'льных	капе'льными	капе'льных
стилизованный	стилизо'ванный	stylized	stilisiert			стилизо'ван	стилизо'ванна	стилизо'ванно	стилизо'ванны	стилизо'ванный	стилизо'ванного	стилизо'ванному	стилизо'ванный,стилизо'ванного	стилизо'ванным	стилизо'ванном	стилизо'ванная	стилизо'ванной	стилизо'ванной	стилизо'ванную	стилизо'ванной, стилизо'ванною	стилизо'ванной	стилизо'ванное	стилизо'ванного	стилизо'ванному	стилизо'ванное	стилизо'ванным	стилизо'ванном	стилизо'ванные	стилизо'ванных	стилизо'ванным	стилизо'ванные,стилизо'ванных	стилизо'ванными	стилизо'ванных
непостоянный	непостоя'нный	inconstant, fickle, changeable	unbeständig			непостоя'нен	непостоя'нна	непостоя'нно	непостоя'нны	непостоя'нный	непостоя'нного	непостоя'нному	непостоя'нный,непостоя'нного	непостоя'нным	непостоя'нном	непостоя'нная	непостоя'нной	непостоя'нной	непостоя'нную	непостоя'нной,(непостоя'нною)	непостоя'нной	непостоя'нное	непостоя'нного	непостоя'нному	непостоя'нное	непостоя'нным	непостоя'нном	непостоя'нные	непостоя'нных	непостоя'нным	непостоя'нные,непостоя'нных	непостоя'нными	непостоя'нных
словарный	слова'рный	lexical, lexicographic	Wort-, Wortschatz-, Wörterbuch-			слова'рен	слова'рна	слова'рно	слова'рны	слова'рный	слова'рного	слова'рному	слова'рный,слова'рного	слова'рным	слова'рном	слова'рная	слова'рной	слова'рной	слова'рную	слова'рной,(слова'рною)	слова'рной	слова'рное	слова'рного	слова'рному	слова'рное	слова'рным	слова'рном	слова'рные	слова'рных	слова'рным	слова'рные,слова'рных	слова'рными	слова'рных
диковатый	дикова'тый		ungestüm, ungebildet			дикова'т	дикова'та	дикова'то	дикова'ты	дикова'тый	дикова'того	дикова'тому	дикова'тый,дикова'того	дикова'тым	дикова'том	дикова'тая	дикова'той	дикова'той	дикова'тую	дикова'той, дикова'тою	дикова'той	дикова'тое	дикова'того	дикова'тому	дикова'тое	дикова'тым	дикова'том	дикова'тые	дикова'тых	дикова'тым	дикова'тые,дикова'тых	дикова'тыми	дикова'тых
везучий	везу'чий	lucky	Glücks-			везу'ч	везу'ча	везу'че	везу'чи	везу'чий	везу'чего	везу'чему	везу'чий,везу'чего	везу'чим	везу'чем	везу'чая	везу'чей	везу'чей	везу'чую	везу'чей, везу'чею	везу'чей	везу'чее	везу'чего	везу'чему	везу'чее	везу'чим	везу'чем	везу'чие	везу'чих	везу'чим	везу'чие,везу'чих	везу'чими	везу'чих
четвертной	четвертно'й		Viertel-, viergeteilt; auf 25 Rubel bezogen																														
высококачественный	высокока'чественный	high-quality, of high quality	Qualitäts-, von hoher Qualität, hochwertig							высокока'чественный	высокока'чественного	высокока'чественному	высокока'чественный,высокока'чественного	высокока'чественным	высокока'чественном	высокока'чественная	высокока'чественной	высокока'чественной	высокока'чественную	высокока'чественной,(высокока'чественною)	высокока'чественной	высокока'чественное	высокока'чественного	высокока'чественному	высокока'чественное	высокока'чественным	высокока'чественном	высокока'чественные	высокока'чественных	высокока'чественным	высокока'чественные,высокока'чественных	высокока'чественными	высокока'чественных
беспутный	беспу'тный	dissipated, dissolute, licentious	lasterhaft, liederlich, sittenlos			беспу'тен	беспу'тна	беспу'тно	беспу'тны	беспу'тный	беспу'тного	беспу'тному	беспу'тный,беспу'тного	беспу'тным	беспу'тном	беспу'тная	беспу'тной	беспу'тной	беспу'тную	беспу'тной, беспу'тною	беспу'тной	беспу'тное	беспу'тного	беспу'тному	беспу'тное	беспу'тным	беспу'тном	беспу'тные	беспу'тных	беспу'тным	беспу'тные,беспу'тных	беспу'тными	беспу'тных
тупорылый	тупоры'лый	stupid, block headed	stumpfschnäutzig			тупоры'л	тупоры'ла	тупоры'ло	тупоры'лы	тупоры'лый	тупоры'лого	тупоры'лому	тупоры'лый,тупоры'лого	тупоры'лым	тупоры'лом	тупоры'лая	тупоры'лой	тупоры'лой	тупоры'лую	тупоры'лой, тупоры'лою	тупоры'лой	тупоры'лое	тупоры'лого	тупоры'лому	тупоры'лое	тупоры'лым	тупоры'лом	тупоры'лые	тупоры'лых	тупоры'лым	тупоры'лые,тупоры'лых	тупоры'лыми	тупоры'лых
непонятливый	непоня'тливый	slow-witted, dull	schwer von Begriff, verständnislos			непоня'тлив	непоня'тлива	непоня'тливо	непоня'тливы	непоня'тливый	непоня'тливого	непоня'тливому	непоня'тливый,непоня'тливого	непоня'тливым	непоня'тливом	непоня'тливая	непоня'тливой	непоня'тливой	непоня'тливую	непоня'тливой, непоня'тливою	непоня'тливой	непоня'тливое	непоня'тливого	непоня'тливому	непоня'тливое	непоня'тливым	непоня'тливом	непоня'тливые	непоня'тливых	непоня'тливым	непоня'тливые,непоня'тливых	непоня'тливыми	непоня'тливых
срединный	среди'нный	middle	Mittel-, mittlerer			среди'нен	среди'нна	среди'нно	среди'нны	среди'нный	среди'нного	среди'нному	среди'нный,среди'нного	среди'нным	среди'нном	среди'нная	среди'нной	среди'нной	среди'нную	среди'нной, среди'нною	среди'нной	среди'нное	среди'нного	среди'нному	среди'нное	среди'нным	среди'нном	среди'нные	среди'нных	среди'нным	среди'нные,среди'нных	среди'нными	среди'нных
беззастенчивый	беззасте'нчивый	shameless, impudent, unblushing	unverfroren, rücksichtslos, skrupellos, unverschämt			беззасте'нчив	беззасте'нчива	беззасте'нчиво	беззасте'нчивы	беззасте'нчивый	беззасте'нчивого	беззасте'нчивому	беззасте'нчивый,беззасте'нчивого	беззасте'нчивым	беззасте'нчивом	беззасте'нчивая	беззасте'нчивой	беззасте'нчивой	беззасте'нчивую	беззасте'нчивой, беззасте'нчивою	беззасте'нчивой	беззасте'нчивое	беззасте'нчивого	беззасте'нчивому	беззасте'нчивое	беззасте'нчивым	беззасте'нчивом	беззасте'нчивые	беззасте'нчивых	беззасте'нчивым	беззасте'нчивые,беззасте'нчивых	беззасте'нчивыми	беззасте'нчивых
заведомый	заве'домый	notorious	wissentlich, offenkundig, notorisch; beabsichtigt			заве'дом	заве'дома	заве'домо	заве'домы	заве'домый	заве'домого	заве'домому	заве'домый,заве'домого	заве'домым	заве'домом	заве'домая	заве'домой	заве'домой	заве'домую	заве'домой, заве'домою	заве'домой	заве'домое	заве'домого	заве'домому	заве'домое	заве'домым	заве'домом	заве'домые	заве'домых	заве'домым	заве'домые,заве'домых	заве'домыми	заве'домых
несдержанный	несде'ржанный	unfulfilled, violent, unrestrained, lacking self-control, impetuous	unbeherrscht, hitzig			несде'ржан	несде'ржанна	несде'ржанно	несде'ржанны	несде'ржанный	несде'ржанного	несде'ржанному	несде'ржанный,несде'ржанного	несде'ржанным	несде'ржанном	несде'ржанная	несде'ржанной	несде'ржанной	несде'ржанную	несде'ржанной,(несде'ржанною)	несде'ржанной	несде'ржанное	несде'ржанного	несде'ржанному	несде'ржанное	несде'ржанным	несде'ржанном	несде'ржанные	несде'ржанных	несде'ржанным	несде'ржанные,несде'ржанных	несде'ржанными	несде'ржанных
бесподобный	бесподо'бный	matchless, inimitable, peerless, incomparable	unvergleichlich			бесподо'бен	бесподо'бна	бесподо'бно	бесподо'бны	бесподо'бный	бесподо'бного	бесподо'бному	бесподо'бный,бесподо'бного	бесподо'бным	бесподо'бном	бесподо'бная	бесподо'бной	бесподо'бной	бесподо'бную	бесподо'бной, бесподо'бною	бесподо'бной	бесподо'бное	бесподо'бного	бесподо'бному	бесподо'бное	бесподо'бным	бесподо'бном	бесподо'бные	бесподо'бных	бесподо'бным	бесподо'бные,бесподо'бных	бесподо'бными	бесподо'бных
лопоухий	лопоу'хий	lop-eared	trottelig, simpel, mit abstehenden Ohren			лопоу'х	лопоу'ха	лопоу'хо	лопоу'хи	лопоу'хий	лопоу'хого	лопоу'хому	лопоу'хий,лопоу'хого	лопоу'хим	лопоу'хом	лопоу'хая	лопоу'хой	лопоу'хой	лопоу'хую	лопоу'хой, лопоу'хою	лопоу'хой	лопоу'хое	лопоу'хого	лопоу'хому	лопоу'хое	лопоу'хим	лопоу'хом	лопоу'хие	лопоу'хих	лопоу'хим	лопоу'хие,лопоу'хих	лопоу'хими	лопоу'хих
краснощёкий	краснощёкий	red-cheeked	rotwangig, rotbäckig			краснощёк	краснощёка	краснощёко	краснощёки	краснощёкий	краснощёкого	краснощёкому	краснощёкий,краснощёкого	краснощёким	краснощёком	краснощёкая	краснощёкой	краснощёкой	краснощёкую	краснощёкой, краснощёкою	краснощёкой	краснощёкое	краснощёкого	краснощёкому	краснощёкое	краснощёким	краснощёком	краснощёкие	краснощёких	краснощёким	краснощёкие,краснощёких	краснощёкими	краснощёких
внутрипартийный	внутрипарти'йный		innerparteilich			внутри`парти'ен	внутри`парти'йна	внутри`парти'йно	внутри`парти'йны	внутрипарти'йный	внутрипарти'йного	внутрипарти'йному	внутрипарти'йный,внутрипарти'йного	внутрипарти'йным	внутрипарти'йном	внутрипарти'йная	внутрипарти'йной	внутрипарти'йной	внутрипарти'йную	внутрипарти'йной, внутрипарти'йною	внутрипарти'йной	внутрипарти'йное	внутрипарти'йного	внутрипарти'йному	внутрипарти'йное	внутрипарти'йным	внутрипарти'йном	внутрипарти'йные	внутрипарти'йных	внутрипарти'йным	внутрипарти'йные,внутрипарти'йных	внутрипарти'йными	внутрипарти'йных
прилежный	приле'жный	diligent, industrious, assiduous, studious	fleißig, tüchtig			приле'жен	приле'жна	приле'жно	приле'жны	приле'жный	приле'жного	приле'жному	приле'жный,приле'жного	приле'жным	приле'жном	приле'жная	приле'жной	приле'жной	приле'жную	приле'жной,(приле'жною)	приле'жной	приле'жное	приле'жного	приле'жному	приле'жное	приле'жным	приле'жном	приле'жные	приле'жных	приле'жным	приле'жные,приле'жных	приле'жными	приле'жных
барачный	бара'чный	Adjective of барабан	Baracken-			бара'чен	бара'чна	бара'чно	бара'чны	бара'чный	бара'чного	бара'чному	бара'чный,бара'чного	бара'чным	бара'чном	бара'чная	бара'чной	бара'чной	бара'чную	бара'чной, бара'чною	бара'чной	бара'чное	бара'чного	бара'чному	бара'чное	бара'чным	бара'чном	бара'чные	бара'чных	бара'чным	бара'чные,бара'чных	бара'чными	бара'чных
маневровый	маневро'вый	shunting	Rangier-			маневро'в	маневро'ва	маневро'во	маневро'вы	маневро'вый	маневро'вого	маневро'вому	маневро'вый,маневро'вого	маневро'вым	маневро'вом	маневро'вая	маневро'вой	маневро'вой	маневро'вую	маневро'вой, маневро'вою	маневро'вой	маневро'вое	маневро'вого	маневро'вому	маневро'вое	маневро'вым	маневро'вом	маневро'вые	маневро'вых	маневро'вым	маневро'вые,маневро'вых	маневро'выми	маневро'вых
досужий	досу'жий	leisure, idle	untätig, frei, arbeitsfrei, leer; eitel, findig, gewitzt, aufmerksam			досу'ж	досу'жа	досу'же	досу'жи	досу'жий	досу'жего	досу'жему	досу'жий,досу'жего	досу'жим	досу'жем	досу'жая	досу'жей	досу'жей	досу'жую	досу'жей, досу'жею	досу'жей	досу'жее	досу'жего	досу'жему	досу'жее	досу'жим	досу'жем	досу'жие	досу'жих	досу'жим	досу'жие,досу'жих	досу'жими	досу'жих
еженедельно	еженеде'льно	weekly, every week	wöchentlich, allwöchentlich																														
земляничный	земляни'чный	strawberry	Erdbeer-, Walderdbeer-			земляни'чен	земляни'чна	земляни'чно	земляни'чны	земляни'чный	земляни'чного	земляни'чному	земляни'чный,земляни'чного	земляни'чным	земляни'чном	земляни'чная	земляни'чной	земляни'чной	земляни'чную	земляни'чной, земляни'чною	земляни'чной	земляни'чное	земляни'чного	земляни'чному	земляни'чное	земляни'чным	земляни'чном	земляни'чные	земляни'чных	земляни'чным	земляни'чные,земляни'чных	земляни'чными	земляни'чных
несравнимый	несравни'мый	incomparable, unmatched, not comparable	unvergleichlich, unvergleichbar			несравни'м	несравни'ма	несравни'мо	несравни'мы	несравни'мый	несравни'мого	несравни'мому	несравни'мый,несравни'мого	несравни'мым	несравни'мом	несравни'мая	несравни'мой	несравни'мой	несравни'мую	несравни'мой, несравни'мою	несравни'мой	несравни'мое	несравни'мого	несравни'мому	несравни'мое	несравни'мым	несравни'мом	несравни'мые	несравни'мых	несравни'мым	несравни'мые,несравни'мых	несравни'мыми	несравни'мых
мглистый	мгли'стый	hazy	dunstig, neblig, trübe			мгли'ст	мгли'ста	мгли'сто	мгли'сты	мгли'стый	мгли'стого	мгли'стому	мгли'стый,мгли'стого	мгли'стым	мгли'стом	мгли'стая	мгли'стой	мгли'стой	мгли'стую	мгли'стой, мгли'стою	мгли'стой	мгли'стое	мгли'стого	мгли'стому	мгли'стое	мгли'стым	мгли'стом	мгли'стые	мгли'стых	мгли'стым	мгли'стые,мгли'стых	мгли'стыми	мгли'стых
