bare	accented	translations_en	translations_de	aspect	partner	imperative_sg	imperative_pl	past_m	past_f	past_n	past_pl	presfut_sg1	presfut_sg2	presfut_sg3	presfut_pl1	presfut_pl2	presfut_pl3
усыпать	усы'пать	strew, bestrew	überschütten, bestreuen, besäen	perfective	усыпа'ть	усы'пь	усы'пьте	усы'пал	усы'пала	усы'пало	усы'пали	усы'плю	усы'плешь	усы'плет	усы'плем	усы'плете	усы'плют
сохнуть	со'хнуть	dry, get dry; have a crush	trocknen, trocken werden, ausdorren, dürre werden, welken	imperfective	высохнуть,засохнуть	со'хни	со'хните	со'х,со'хнул	со'хла,со'хнула	со'хло,со'хнуло	со'хли,со'хнули	со'хну	со'хнешь	со'хнет	со'хнем	со'хнете	со'хнут
пересмотреть	пересмотре'ть	rewatch; reconsider, rethink; review	revidieren	perfective	пересматривать	пересмотри'	пересмотри'те	пересмотре'л	пересмотре'ла	пересмотре'ло	пересмотре'ли	пересмотрю'	пересмо'тришь	пересмо'трит	пересмо'трим	пересмо'трите	пересмо'трят
уверить	уве'рить	assure	versichern, beteuern	perfective	уверять	уве'рь	уве'рьте	уве'рил	уве'рила	уве'рило	уве'рили	уве'рю	уве'ришь	уве'рит	уве'рим	уве'рите	уве'рят
согнать	согна'ть	drive away, drive together	verjagen, vertreiben, verscheuchen; zusammentreiben	perfective	сгонять	сгони'	сгони'те	согна'л	согнала'	согна'ло	согна'ли	сгоню'	сго'нишь	сго'нит	сго'ним	сго'ните	сго'нят
насупиться	насу'питься	frown, scowl	die Brauen runzeln	perfective	насупливаться	насу'пься	насу'пьтесь	насу'пился	насу'пилась	насу'пилось	насу'пились	насу'плюсь	насу'пишься	насу'пится	насу'пимся	насу'питесь	насу'пятся
затратить	затра'тить	spend, expend	verbrauchen, aufwenden	perfective	затрачивать	затра'ть	затра'тьте	затра'тил	затра'тила	затра'тило	затра'тили	затра'чу	затра'тишь	затра'тит	затра'тим	затра'тите	затра'тят
пересесть	пересе'сть	take another seat, change places, exchange seats	den Platz wechseln, umsteigen	perfective	пересаживаться	переся'дь	переся'дьте	пересе'л	пересе'ла	пересе'ло	пересе'ли	переся'ду	переся'дешь	переся'дет	переся'дем	переся'дете	переся'дут
потеть	поте'ть	sweat, perspire, toil, mist	schwitzen, anlaufen	imperfective	вспотеть,запотеть	поте'й	поте'йте	поте'л	поте'ла	поте'ло	поте'ли	поте'ю	поте'ешь	поте'ет	поте'ем	поте'ете	поте'ют
пренебрегать	пренебрега'ть	neglect, disregard, scorn, ignore, despise	verschmähen, vernachlässigen, mißachten, nicht beachten, sich hinwegsetzen	imperfective	пренебречь	пренебрега'й	пренебрега'йте	пренебрега'л	пренебрега'ла	пренебрега'ло	пренебрега'ли	пренебрега'ю	пренебрега'ешь	пренебрега'ет	пренебрега'ем	пренебрега'ете	пренебрега'ют
заезжать	заезжа'ть	call in on the way, get, reach, fetch, collect, strike	fahren, hineingeraten; einkehren, absteigen; abholen	imperfective	заехать	заезжа'й	заезжа'йте	заезжа'л	заезжа'ла	заезжа'ло	заезжа'ли	заезжа'ю	заезжа'ешь	заезжа'ет	заезжа'ем	заезжа'ете	заезжа'ют
высадиться	вы'садиться	alight, get, land, disembark	aussteigen; abspringen, landen (Landetruppen)	perfective	высаживаться	вы'садись	вы'садитесь	вы'садился	вы'садилась	вы'садилось	вы'садились	вы'сажусь	вы'садишься	вы'садится	вы'садимся	вы'садитесь	вы'садятся
петлять	петля'ть	dodge	einen Bogen beschreiben, Kurven beschreiben, Bogen fahren; ausweichend antworten; sich schlängeln	imperfective	-	петля'й	петля'йте	петля'л	петля'ла	петля'ло	петля'ли	петля'ю	петля'ешь	петля'ет	петля'ем	петля'ете	петля'ют
помахивать	пома'хивать	wave, whisk, swing, wag	von Zeit zu Zeit winken	imperfective	-	пома'хивай	пома'хивайте	пома'хивал	пома'хивала	пома'хивало	пома'хивали	пома'хиваю	пома'хиваешь	пома'хивает	пома'хиваем	пома'хиваете	пома'хивают
выкурить	вы'курить		rauchen	perfective	выкуривать	вы'кури	вы'курите	вы'курил	вы'курила	вы'курило	вы'курили	вы'курю	вы'куришь	вы'курит	вы'курим	вы'курите	вы'курят
примчаться	примча'ться	come tearing along	angerannt kommen, angesaust kommen, heranrasen	perfective	-	примчи'сь	примчи'тесь	примча'лся	примча'лась	примча'лось	примча'лись	примчу'сь	примчи'шься	примчи'тся	примчи'мся	примчи'тесь	примча'тся
поговаривать	погова'ривать	talk	immer wieder reden über	imperfective	-	погова'ривай	погова'ривайте	погова'ривал	погова'ривала	погова'ривало	погова'ривали	погова'риваю	погова'риваешь	погова'ривает	погова'риваем	погова'риваете	погова'ривают
проповедовать	пропове'довать	preach, sermonize, propagate, advocate	predigen	imperfective	проповедать	пропове'дуй	пропове'дуйте	пропове'довал	пропове'довала	пропове'довало	пропове'довали	пропове'дую	пропове'дуешь	пропове'дует	пропове'дуем	пропове'дуете	пропове'дуют
обдать	обда'ть	pour	überschütten, übergiessen	perfective	обдавать	обда'й	обда'йте	обда'л//о'бдал	обдала'	обда'ло//о'бдало	обда'ли//о'бдали	обда'м	обда'шь	обда'ст	обдади'м	обдади'те	обдаду'т
поперхнуться	поперхну'ться	choke, gag	sich verschlucken	perfective	-	поперхни'сь	поперхни'тесь	поперхну'лся	поперхну'лась	поперхну'лось	поперхну'лись	поперхну'сь	поперхнёшься	поперхнётся	поперхнёмся	поперхнётесь	поперхну'тся
воплотить	воплоти'ть	incarnate, embody, personify; realize	verkörpern, verwirklichen	perfective	воплощать	воплоти'	воплоти'те	воплоти'л	воплоти'ла	воплоти'ло	воплоти'ли	вопло'щу	воплоти'шь	воплоти'т	воплоти'м	воплоти'те	воплотя'т
поручиться	поручи'ться	warrant, guarantee, certify, answer, vouch	bürgen, sich verbürgen, garantieren, verbürgen	perfective	ручаться	поручи'сь	поручи'тесь	поручи'лся	поручи'лась	поручи'лось	поручи'лись	поручу'сь	пору'чишься	пору'чится	пору'чимся	пору'читесь	пору'чатся
встряхнуть	встряхну'ть	shake, shake up	(auf)schütteln; (auf)rütteln	perfective	встряхивать	встряхни'	встряхни'те	встряхну'л	встряхну'ла	встряхну'ло	встряхну'ли	встряхну'	встряхнёшь	встряхнёт	встряхнём	встряхнёте	встряхну'т
обливаться	облива'ться	have a shower-bath, douche oneself, sponge down	sich begießen	imperfective	облиться	облива'йся	облива'йтесь	облива'лся	облива'лась	облива'лось	облива'лись	облива'юсь	облива'ешься	облива'ется	облива'емся	облива'етесь	облива'ются
струсить	струси'ть	be afraid, fear, dread, be frightened, be in a funk, have the wind up, get cold feet, chicken out, shake, scatter, trot	schütteln, abschütteln, abstreifen	perfective	струшивать	струси'	струси'те	струси'л	струси'ла	струси'ло	струси'ли	струшу'	струси'шь	струси'т	струси'м	струси'те	струся'т
ломиться	ломи'ться	break, burst	mit Gewalt eindringen, einrennen, sich durchdrängen; sich stürzen, spurten, stürmen; brechen, zerbrechen	imperfective	ломануться	ломи'сь	ломи'тесь	ломи'лся	ломи'лась	ломи'лось	ломи'лись	ломлю'сь	ло'мишься	ло'мится	ло'мимся	ло'митесь	ло'мятся
обрывать	обрыва'ть	tear off, break, pluck, pick, gather, cut short, snub, dig round	abreißen, zerreißen; abbrechen; pflücken	imperfective	оборвать	обрыва'й	обрыва'йте	обрыва'л	обрыва'ла	обрыва'ло	обрыва'ли	обрыва'ю	обрыва'ешь	обрыва'ет	обрыва'ем	обрыва'ете	обрыва'ют
искалечить	искале'чить	mutilate, cripple, maim	verstümmeln	perfective	калечить,искалечивать	искале'чь	искале'чьте	искале'чил	искале'чила	искале'чило	искале'чили	искале'чу	искале'чишь	искале'чит	искале'чим	искале'чите	искале'чат
уплывать	уплыва'ть	swim away, float away, be spent quickly, melt away, elapse	fortschwimmen, mit dem Boot wegfahren; vergehen, verfliessen (Zeit)	imperfective	уплыть	уплыва'й	уплыва'йте	уплыва'л	уплыва'ла	уплыва'ло	уплыва'ли	уплыва'ю	уплыва'ешь	уплыва'ет	уплыва'ем	уплыва'ете	уплыва'ют
повлечь	повле'чь	entail, bring about	anziehen, zur Folge haben	perfective	влечь	повлеки'	повлеки'те	повлёк	повлекла'	повлекло'	повлекли'	повлеку'	повлечёшь	повлечёт	повлечём	повлечёте	повлеку'т
